,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
2807,,Slovakia,48.669,19.699,2020-02-01,0,0,0
2808,,Slovenia,46.1512,14.9955,2020-02-01,0,0,0
2809,,Somalia,5.1521,46.1996,2020-02-01,0,0,0
2810,,South Africa,-30.5595,22.9375,2020-02-01,0,0,0
2811,,Spain,40.0,-4.0,2020-02-01,1,0,0
2812,,Sri Lanka,7.0,81.0,2020-02-01,1,0,0
2813,,Sudan,12.8628,30.2176,2020-02-01,0,0,0
2814,,Suriname,3.9193,-56.0278,2020-02-01,0,0,0
2815,,Sweden,63.0,16.0,2020-02-01,1,0,0
2816,,Switzerland,46.8182,8.2275,2020-02-01,0,0,0
2817,,Taiwan*,23.7,121.0,2020-02-01,10,0,0
2818,,Tanzania,-6.369,34.8888,2020-02-01,0,0,0
2819,,Thailand,15.0,101.0,2020-02-01,19,0,5
2820,,Togo,8.6195,0.8248,2020-02-01,0,0,0
2821,,Trinidad and Tobago,10.6918,-61.2225,2020-02-01,0,0,0
2822,,Tunisia,34.0,9.0,2020-02-01,0,0,0
2823,,Turkey,38.9637,35.2433,2020-02-01,0,0,0
2824,,Uganda,1.0,32.0,2020-02-01,0,0,0
2825,,Ukraine,48.3794,31.1656,2020-02-01,0,0,0
2826,,United Arab Emirates,24.0,54.0,2020-02-01,4,0,0
2827,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-01,0,0,0
2828,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-01,0,0,0
2829,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-01,0,0,0
2830,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-01,0,0,0
2831,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-01,0,0,0
2832,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-01,0,0,0
2833,,United Kingdom,55.3781,-3.4360000000000004,2020-02-01,2,0,0
2834,,Uruguay,-32.5228,-55.7658,2020-02-01,0,0,0
2835,,US,37.0902,-95.7129,2020-02-01,8,0,0
2836,,Uzbekistan,41.3775,64.5853,2020-02-01,0,0,0
2837,,Venezuela,6.4238,-66.5897,2020-02-01,0,0,0
2838,,Vietnam,16.0,108.0,2020-02-01,6,0,1
2839,,Zambia,-15.4167,28.2833,2020-02-01,0,0,0
2840,,Zimbabwe,-20.0,30.0,2020-02-01,0,0,0
2841,Diamond Princess,Canada,0.0,0.0,2020-02-01,0,0,0
2842,,Dominica,15.415,-61.371,2020-02-01,0,0,0
2843,,Grenada,12.1165,-61.678999999999995,2020-02-01,0,0,0
2844,,Mozambique,-18.665695,35.529562,2020-02-01,0,0,0
2845,,Syria,34.802075,38.99681500000001,2020-02-01,0,0,0
2846,,Timor-Leste,-8.874217,125.727539,2020-02-01,0,0,0
2847,,Belize,13.1939,-59.5432,2020-02-01,0,0,0
2848,,Laos,19.856270000000002,102.495496,2020-02-01,0,0,0
2849,,Libya,26.3351,17.228331,2020-02-01,0,0,0
2850,,West Bank and Gaza,31.9522,35.2332,2020-02-01,0,0,0
2851,,Guinea-Bissau,11.8037,-15.1804,2020-02-01,0,0,0
2852,,Mali,17.570692,-3.996166000000001,2020-02-01,0,0,0
2853,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-01,0,0,0
2854,Northwest Territories,Canada,64.8255,-124.8457,2020-02-01,0,0,0
2855,Yukon,Canada,64.2823,-135.0,2020-02-01,0,0,0
2856,,Kosovo,42.602636,20.902977,2020-02-01,0,0,0
2857,,Burma,21.9162,95.956,2020-02-01,0,0,0
2858,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-01,0,0,0
2859,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-01,0,0,0
2860,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-01,0,0,0
2861,,MS Zaandam,0.0,0.0,2020-02-01,0,0,0
2862,,Botswana,-22.3285,24.6849,2020-02-01,0,0,0
2863,,Burundi,-3.3731,29.9189,2020-02-01,0,0,0
2864,,Sierra Leone,8.460555000000001,-11.779889,2020-02-01,0,0,0
2865,,Malawi,-13.254307999999998,34.301525,2020-02-01,0,0,0
2866,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-01,0,0,0
2867,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-01,0,0,0
2868,,South Sudan,6.8770000000000024,31.307,2020-02-01,0,0,0
2869,,Western Sahara,24.2155,-12.8858,2020-02-01,0,0,0
2870,,Sao Tome and Principe,0.18636,6.613081,2020-02-01,0,0,0
2871,,Afghanistan,33.0,65.0,2020-02-02,0,0,0
2872,,Albania,41.1533,20.1683,2020-02-02,0,0,0
2873,,Algeria,28.0339,1.6596,2020-02-02,0,0,0
2874,,Andorra,42.5063,1.5218,2020-02-02,0,0,0
2875,,Angola,-11.2027,17.8739,2020-02-02,0,0,0
2876,,Antigua and Barbuda,17.0608,-61.7964,2020-02-02,0,0,0
2877,,Argentina,-38.4161,-63.6167,2020-02-02,0,0,0
2878,,Armenia,40.0691,45.0382,2020-02-02,0,0,0
2879,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-02,0,0,0
2880,New South Wales,Australia,-33.8688,151.2093,2020-02-02,4,0,2
2881,Northern Territory,Australia,-12.4634,130.8456,2020-02-02,0,0,0
2882,Queensland,Australia,-28.0167,153.4,2020-02-02,2,0,0
2883,South Australia,Australia,-34.9285,138.6007,2020-02-02,2,0,0
2884,Tasmania,Australia,-41.4545,145.9707,2020-02-02,0,0,0
2885,Victoria,Australia,-37.8136,144.9631,2020-02-02,4,0,0
2886,Western Australia,Australia,-31.9505,115.8605,2020-02-02,0,0,0
2887,,Austria,47.5162,14.5501,2020-02-02,0,0,0
2888,,Azerbaijan,40.1431,47.5769,2020-02-02,0,0,0
2889,,Bahamas,25.0343,-77.3963,2020-02-02,0,0,0
2890,,Bahrain,26.0275,50.55,2020-02-02,0,0,0
2891,,Bangladesh,23.685,90.3563,2020-02-02,0,0,0
2892,,Barbados,13.1939,-59.5432,2020-02-02,0,0,0
2893,,Belarus,53.7098,27.9534,2020-02-02,0,0,0
2894,,Belgium,50.8333,4.0,2020-02-02,0,0,0
2895,,Benin,9.3077,2.3158,2020-02-02,0,0,0
2896,,Bhutan,27.5142,90.4336,2020-02-02,0,0,0
2897,,Bolivia,-16.2902,-63.5887,2020-02-02,0,0,0
2898,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-02,0,0,0
2899,,Brazil,-14.235,-51.9253,2020-02-02,0,0,0
2900,,Brunei,4.5353,114.7277,2020-02-02,0,0,0
2901,,Bulgaria,42.7339,25.4858,2020-02-02,0,0,0
2902,,Burkina Faso,12.2383,-1.5616,2020-02-02,0,0,0
2903,,Cabo Verde,16.5388,-23.0418,2020-02-02,0,0,0
2904,,Cambodia,11.55,104.9167,2020-02-02,1,0,0
2905,,Cameroon,3.8480000000000003,11.5021,2020-02-02,0,0,0
2906,Alberta,Canada,53.9333,-116.5765,2020-02-02,0,0,0
2907,British Columbia,Canada,49.2827,-123.1207,2020-02-02,1,0,0
2908,Grand Princess,Canada,37.6489,-122.6655,2020-02-02,0,0,0
2909,Manitoba,Canada,53.7609,-98.8139,2020-02-02,0,0,0
2910,New Brunswick,Canada,46.5653,-66.4619,2020-02-02,0,0,0
2911,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-02,0,0,0
2912,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-02,0,0,0
2913,Ontario,Canada,51.2538,-85.3232,2020-02-02,3,0,0
2914,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-02,0,0,0
2915,Quebec,Canada,52.9399,-73.5491,2020-02-02,0,0,0
2916,Saskatchewan,Canada,52.9399,-106.4509,2020-02-02,0,0,0
2917,,Central African Republic,6.6111,20.9394,2020-02-02,0,0,0
2918,,Chad,15.4542,18.7322,2020-02-02,0,0,0
2919,,Chile,-35.6751,-71.543,2020-02-02,0,0,0
2920,Anhui,China,31.8257,117.2264,2020-02-02,340,0,7
2921,Beijing,China,40.1824,116.4142,2020-02-02,191,1,9
2922,Chongqing,China,30.0572,107.874,2020-02-02,300,2,7
2923,Fujian,China,26.0789,117.9874,2020-02-02,159,0,0
2924,Gansu,China,37.8099,101.0583,2020-02-02,51,0,3
2925,Guangdong,China,23.3417,113.4244,2020-02-02,632,0,15
2926,Guangxi,China,23.8298,108.7881,2020-02-02,111,0,2
2927,Guizhou,China,26.8154,106.8748,2020-02-02,38,0,2
2928,Hainan,China,19.1959,109.7453,2020-02-02,64,1,4
2929,Hebei,China,39.549,116.1306,2020-02-02,104,1,3
2930,Heilongjiang,China,47.861999999999995,127.7615,2020-02-02,95,2,2
2931,Henan,China,33.882,113.61399999999999,2020-02-02,493,2,10
2932,Hong Kong,China,22.3,114.2,2020-02-02,15,0,0
2933,Hubei,China,30.9756,112.2707,2020-02-02,11177,350,295
2934,Hunan,China,27.6104,111.7088,2020-02-02,463,0,16
2935,Inner Mongolia,China,44.0935,113.9448,2020-02-02,27,0,1
2936,Jiangsu,China,32.9711,119.455,2020-02-02,236,0,7
2937,Jiangxi,China,27.614,115.7221,2020-02-02,333,0,12
2938,Jilin,China,43.6661,126.1923,2020-02-02,23,0,1
2939,Liaoning,China,41.2956,122.6085,2020-02-02,70,0,1
2940,Macau,China,22.1667,113.55,2020-02-02,8,0,0
2941,Ningxia,China,37.2692,106.1655,2020-02-02,28,0,0
2942,Qinghai,China,35.7452,95.9956,2020-02-02,11,0,0
2943,Shaanxi,China,35.1917,108.8701,2020-02-02,116,0,0
2944,Shandong,China,36.3427,118.1498,2020-02-02,230,0,6
2945,Shanghai,China,31.201999999999998,121.4491,2020-02-02,182,1,10
2946,Shanxi,China,37.5777,112.2922,2020-02-02,66,0,3
2947,Sichuan,China,30.6171,102.7103,2020-02-02,231,1,11
2948,Tianjin,China,39.3054,117.323,2020-02-02,48,0,1
2949,Tibet,China,31.6927,88.0924,2020-02-02,1,0,0
2950,Xinjiang,China,41.1129,85.2401,2020-02-02,21,0,0
2951,Yunnan,China,24.974,101.48700000000001,2020-02-02,105,0,3
2952,Zhejiang,China,29.1832,120.0934,2020-02-02,661,0,32
2953,,Colombia,4.5709,-74.2973,2020-02-02,0,0,0
2954,,Congo (Brazzaville),-4.0383,21.7587,2020-02-02,0,0,0
2955,,Congo (Kinshasa),-4.0383,21.7587,2020-02-02,0,0,0
2956,,Costa Rica,9.7489,-83.7534,2020-02-02,0,0,0
2957,,Cote d'Ivoire,7.54,-5.5471,2020-02-02,0,0,0
2958,,Croatia,45.1,15.2,2020-02-02,0,0,0
2959,,Diamond Princess,0.0,0.0,2020-02-02,0,0,0
2960,,Cuba,22.0,-80.0,2020-02-02,0,0,0
2961,,Cyprus,35.1264,33.4299,2020-02-02,0,0,0
2962,,Czechia,49.8175,15.472999999999999,2020-02-02,0,0,0
2963,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-02,0,0,0
2964,Greenland,Denmark,71.7069,-42.6043,2020-02-02,0,0,0
2965,,Denmark,56.2639,9.5018,2020-02-02,0,0,0
2966,,Djibouti,11.8251,42.5903,2020-02-02,0,0,0
2967,,Dominican Republic,18.7357,-70.1627,2020-02-02,0,0,0
2968,,Ecuador,-1.8312,-78.1834,2020-02-02,0,0,0
2969,,Egypt,26.0,30.0,2020-02-02,0,0,0
2970,,El Salvador,13.7942,-88.8965,2020-02-02,0,0,0
2971,,Equatorial Guinea,1.5,10.0,2020-02-02,0,0,0
2972,,Eritrea,15.1794,39.7823,2020-02-02,0,0,0
2973,,Estonia,58.5953,25.0136,2020-02-02,0,0,0
2974,,Eswatini,-26.5225,31.4659,2020-02-02,0,0,0
2975,,Ethiopia,9.145,40.4897,2020-02-02,0,0,0
2976,,Fiji,-17.7134,178.065,2020-02-02,0,0,0
2977,,Finland,64.0,26.0,2020-02-02,1,0,0
2978,French Guiana,France,3.9339,-53.1258,2020-02-02,0,0,0
2979,French Polynesia,France,-17.6797,149.4068,2020-02-02,0,0,0
2980,Guadeloupe,France,16.25,-61.5833,2020-02-02,0,0,0
2981,Mayotte,France,-12.8275,45.1662,2020-02-02,0,0,0
2982,New Caledonia,France,-20.9043,165.618,2020-02-02,0,0,0
2983,Reunion,France,-21.1351,55.2471,2020-02-02,0,0,0
2984,Saint Barthelemy,France,17.9,-62.8333,2020-02-02,0,0,0
2985,St Martin,France,18.0708,-63.0501,2020-02-02,0,0,0
2986,Martinique,France,14.6415,-61.0242,2020-02-02,0,0,0
2987,,France,46.2276,2.2137,2020-02-02,6,0,0
2988,,Gabon,-0.8037,11.6094,2020-02-02,0,0,0
2989,,Gambia,13.4432,-15.3101,2020-02-02,0,0,0
2990,,Georgia,42.3154,43.3569,2020-02-02,0,0,0
2991,,Germany,51.0,9.0,2020-02-02,10,0,0
2992,,Ghana,7.9465,-1.0232,2020-02-02,0,0,0
2993,,Greece,39.0742,21.8243,2020-02-02,0,0,0
2994,,Guatemala,15.7835,-90.2308,2020-02-02,0,0,0
2995,,Guinea,9.9456,-9.6966,2020-02-02,0,0,0
2996,,Guyana,5.0,-58.75,2020-02-02,0,0,0
2997,,Haiti,18.9712,-72.2852,2020-02-02,0,0,0
2998,,Holy See,41.9029,12.4534,2020-02-02,0,0,0
2999,,Honduras,15.2,-86.2419,2020-02-02,0,0,0
3000,,Hungary,47.1625,19.5033,2020-02-02,0,0,0
3001,,Iceland,64.9631,-19.0208,2020-02-02,0,0,0
3002,,India,21.0,78.0,2020-02-02,2,0,0
3003,,Indonesia,-0.7893,113.9213,2020-02-02,0,0,0
3004,,Iran,32.0,53.0,2020-02-02,0,0,0
3005,,Iraq,33.0,44.0,2020-02-02,0,0,0
3006,,Ireland,53.1424,-7.6921,2020-02-02,0,0,0
3007,,Israel,31.0,35.0,2020-02-02,0,0,0
3008,,Italy,43.0,12.0,2020-02-02,2,0,0
3009,,Jamaica,18.1096,-77.2975,2020-02-02,0,0,0
3010,,Japan,36.0,138.0,2020-02-02,20,0,1
3011,,Jordan,31.24,36.51,2020-02-02,0,0,0
3012,,Kazakhstan,48.0196,66.9237,2020-02-02,0,0,0
3013,,Kenya,-0.0236,37.9062,2020-02-02,0,0,0
3014,,South Korea,36.0,128.0,2020-02-02,15,0,0
3015,,Kuwait,29.5,47.75,2020-02-02,0,0,0
3016,,Kyrgyzstan,41.2044,74.7661,2020-02-02,0,0,0
3017,,Latvia,56.8796,24.6032,2020-02-02,0,0,0
3018,,Lebanon,33.8547,35.8623,2020-02-02,0,0,0
3019,,Liberia,6.4281,-9.4295,2020-02-02,0,0,0
3020,,Liechtenstein,47.14,9.55,2020-02-02,0,0,0
3021,,Lithuania,55.1694,23.8813,2020-02-02,0,0,0
3022,,Luxembourg,49.8153,6.1296,2020-02-02,0,0,0
3023,,Madagascar,-18.7669,46.8691,2020-02-02,0,0,0
3024,,Malaysia,2.5,112.5,2020-02-02,8,0,0
3025,,Maldives,3.2028,73.2207,2020-02-02,0,0,0
3026,,Malta,35.9375,14.3754,2020-02-02,0,0,0
3027,,Mauritania,21.0079,10.9408,2020-02-02,0,0,0
3028,,Mauritius,-20.2,57.5,2020-02-02,0,0,0
3029,,Mexico,23.6345,-102.5528,2020-02-02,0,0,0
3030,,Moldova,47.4116,28.3699,2020-02-02,0,0,0
3031,,Monaco,43.7333,7.4167,2020-02-02,0,0,0
3032,,Mongolia,46.8625,103.8467,2020-02-02,0,0,0
3033,,Montenegro,42.5,19.3,2020-02-02,0,0,0
3034,,Morocco,31.7917,-7.0926,2020-02-02,0,0,0
3035,,Namibia,-22.9576,18.4904,2020-02-02,0,0,0
3036,,Nepal,28.1667,84.25,2020-02-02,1,0,0
3037,Aruba,Netherlands,12.5186,-70.0358,2020-02-02,0,0,0
3038,Curacao,Netherlands,12.1696,-68.99,2020-02-02,0,0,0
3039,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-02,0,0,0
3040,,Netherlands,52.1326,5.2913,2020-02-02,0,0,0
3041,,New Zealand,-40.9006,174.886,2020-02-02,0,0,0
3042,,Nicaragua,12.8654,-85.2072,2020-02-02,0,0,0
3043,,Niger,17.6078,8.0817,2020-02-02,0,0,0
3044,,Nigeria,9.082,8.6753,2020-02-02,0,0,0
3045,,North Macedonia,41.6086,21.7453,2020-02-02,0,0,0
3046,,Norway,60.472,8.4689,2020-02-02,0,0,0
3047,,Oman,21.0,57.0,2020-02-02,0,0,0
3048,,Pakistan,30.3753,69.3451,2020-02-02,0,0,0
3049,,Panama,8.538,-80.7821,2020-02-02,0,0,0
3050,,Papua New Guinea,-6.315,143.9555,2020-02-02,0,0,0
3051,,Paraguay,-23.4425,-58.4438,2020-02-02,0,0,0
3052,,Peru,-9.19,-75.0152,2020-02-02,0,0,0
3053,,Philippines,13.0,122.0,2020-02-02,2,1,0
3054,,Poland,51.9194,19.1451,2020-02-02,0,0,0
3055,,Portugal,39.3999,-8.2245,2020-02-02,0,0,0
3056,,Qatar,25.3548,51.1839,2020-02-02,0,0,0
3057,,Romania,45.9432,24.9668,2020-02-02,0,0,0
3058,,Russia,60.0,90.0,2020-02-02,2,0,0
3059,,Rwanda,-1.9403,29.8739,2020-02-02,0,0,0
3060,,Saint Lucia,13.9094,-60.9789,2020-02-02,0,0,0
3061,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-02,0,0,0
3062,,San Marino,43.9424,12.4578,2020-02-02,0,0,0
3063,,Saudi Arabia,24.0,45.0,2020-02-02,0,0,0
3064,,Senegal,14.4974,-14.4524,2020-02-02,0,0,0
3065,,Serbia,44.0165,21.0059,2020-02-02,0,0,0
3066,,Seychelles,-4.6796,55.492,2020-02-02,0,0,0
3067,,Singapore,1.2833,103.8333,2020-02-02,18,0,0
3068,,Slovakia,48.669,19.699,2020-02-02,0,0,0
3069,,Slovenia,46.1512,14.9955,2020-02-02,0,0,0
3070,,Somalia,5.1521,46.1996,2020-02-02,0,0,0
3071,,South Africa,-30.5595,22.9375,2020-02-02,0,0,0
3072,,Spain,40.0,-4.0,2020-02-02,1,0,0
3073,,Sri Lanka,7.0,81.0,2020-02-02,1,0,0
3074,,Sudan,12.8628,30.2176,2020-02-02,0,0,0
3075,,Suriname,3.9193,-56.0278,2020-02-02,0,0,0
3076,,Sweden,63.0,16.0,2020-02-02,1,0,0
3077,,Switzerland,46.8182,8.2275,2020-02-02,0,0,0
3078,,Taiwan*,23.7,121.0,2020-02-02,10,0,0
3079,,Tanzania,-6.369,34.8888,2020-02-02,0,0,0
3080,,Thailand,15.0,101.0,2020-02-02,19,0,5
3081,,Togo,8.6195,0.8248,2020-02-02,0,0,0
3082,,Trinidad and Tobago,10.6918,-61.2225,2020-02-02,0,0,0
3083,,Tunisia,34.0,9.0,2020-02-02,0,0,0
3084,,Turkey,38.9637,35.2433,2020-02-02,0,0,0
3085,,Uganda,1.0,32.0,2020-02-02,0,0,0
3086,,Ukraine,48.3794,31.1656,2020-02-02,0,0,0
3087,,United Arab Emirates,24.0,54.0,2020-02-02,5,0,0
3088,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-02,0,0,0
3089,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-02,0,0,0
3090,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-02,0,0,0
3091,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-02,0,0,0
3092,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-02,0,0,0
3093,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-02,0,0,0
3094,,United Kingdom,55.3781,-3.4360000000000004,2020-02-02,2,0,0
3095,,Uruguay,-32.5228,-55.7658,2020-02-02,0,0,0
3096,,US,37.0902,-95.7129,2020-02-02,8,0,0
3097,,Uzbekistan,41.3775,64.5853,2020-02-02,0,0,0
3098,,Venezuela,6.4238,-66.5897,2020-02-02,0,0,0
3099,,Vietnam,16.0,108.0,2020-02-02,6,0,1
3100,,Zambia,-15.4167,28.2833,2020-02-02,0,0,0
3101,,Zimbabwe,-20.0,30.0,2020-02-02,0,0,0
3102,Diamond Princess,Canada,0.0,0.0,2020-02-02,0,0,0
3103,,Dominica,15.415,-61.371,2020-02-02,0,0,0
3104,,Grenada,12.1165,-61.678999999999995,2020-02-02,0,0,0
3105,,Mozambique,-18.665695,35.529562,2020-02-02,0,0,0
3106,,Syria,34.802075,38.99681500000001,2020-02-02,0,0,0
3107,,Timor-Leste,-8.874217,125.727539,2020-02-02,0,0,0
3108,,Belize,13.1939,-59.5432,2020-02-02,0,0,0
3109,,Laos,19.856270000000002,102.495496,2020-02-02,0,0,0
3110,,Libya,26.3351,17.228331,2020-02-02,0,0,0
3111,,West Bank and Gaza,31.9522,35.2332,2020-02-02,0,0,0
3112,,Guinea-Bissau,11.8037,-15.1804,2020-02-02,0,0,0
3113,,Mali,17.570692,-3.996166000000001,2020-02-02,0,0,0
3114,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-02,0,0,0
3115,Northwest Territories,Canada,64.8255,-124.8457,2020-02-02,0,0,0
3116,Yukon,Canada,64.2823,-135.0,2020-02-02,0,0,0
3117,,Kosovo,42.602636,20.902977,2020-02-02,0,0,0
3118,,Burma,21.9162,95.956,2020-02-02,0,0,0
3119,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-02,0,0,0
3120,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-02,0,0,0
3121,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-02,0,0,0
3122,,MS Zaandam,0.0,0.0,2020-02-02,0,0,0
3123,,Botswana,-22.3285,24.6849,2020-02-02,0,0,0
3124,,Burundi,-3.3731,29.9189,2020-02-02,0,0,0
3125,,Sierra Leone,8.460555000000001,-11.779889,2020-02-02,0,0,0
3126,,Malawi,-13.254307999999998,34.301525,2020-02-02,0,0,0
3127,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-02,0,0,0
3128,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-02-02,0,0,0
3129,,South Sudan,6.8770000000000024,31.307,2020-02-02,0,0,0
3130,,Western Sahara,24.2155,-12.8858,2020-02-02,0,0,0
3131,,Sao Tome and Principe,0.18636,6.613081,2020-02-02,0,0,0
3132,,Afghanistan,33.0,65.0,2020-02-03,0,0,0
3133,,Albania,41.1533,20.1683,2020-02-03,0,0,0
3134,,Algeria,28.0339,1.6596,2020-02-03,0,0,0
3135,,Andorra,42.5063,1.5218,2020-02-03,0,0,0
3136,,Angola,-11.2027,17.8739,2020-02-03,0,0,0
3137,,Antigua and Barbuda,17.0608,-61.7964,2020-02-03,0,0,0
3138,,Argentina,-38.4161,-63.6167,2020-02-03,0,0,0
3139,,Armenia,40.0691,45.0382,2020-02-03,0,0,0
3140,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-03,0,0,0
3141,New South Wales,Australia,-33.8688,151.2093,2020-02-03,4,0,2
3142,Northern Territory,Australia,-12.4634,130.8456,2020-02-03,0,0,0
3143,Queensland,Australia,-28.0167,153.4,2020-02-03,2,0,0
3144,South Australia,Australia,-34.9285,138.6007,2020-02-03,2,0,0
3145,Tasmania,Australia,-41.4545,145.9707,2020-02-03,0,0,0
3146,Victoria,Australia,-37.8136,144.9631,2020-02-03,4,0,0
3147,Western Australia,Australia,-31.9505,115.8605,2020-02-03,0,0,0
3148,,Austria,47.5162,14.5501,2020-02-03,0,0,0
3149,,Azerbaijan,40.1431,47.5769,2020-02-03,0,0,0
3150,,Bahamas,25.0343,-77.3963,2020-02-03,0,0,0
3151,,Bahrain,26.0275,50.55,2020-02-03,0,0,0
3152,,Bangladesh,23.685,90.3563,2020-02-03,0,0,0
3153,,Barbados,13.1939,-59.5432,2020-02-03,0,0,0
3154,,Belarus,53.7098,27.9534,2020-02-03,0,0,0
3155,,Belgium,50.8333,4.0,2020-02-03,0,0,0
3156,,Benin,9.3077,2.3158,2020-02-03,0,0,0
3157,,Bhutan,27.5142,90.4336,2020-02-03,0,0,0
3158,,Bolivia,-16.2902,-63.5887,2020-02-03,0,0,0
3159,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-03,0,0,0
3160,,Brazil,-14.235,-51.9253,2020-02-03,0,0,0
3161,,Brunei,4.5353,114.7277,2020-02-03,0,0,0
3162,,Bulgaria,42.7339,25.4858,2020-02-03,0,0,0
3163,,Burkina Faso,12.2383,-1.5616,2020-02-03,0,0,0
3164,,Cabo Verde,16.5388,-23.0418,2020-02-03,0,0,0
3165,,Cambodia,11.55,104.9167,2020-02-03,1,0,0
3166,,Cameroon,3.8480000000000003,11.5021,2020-02-03,0,0,0
3167,Alberta,Canada,53.9333,-116.5765,2020-02-03,0,0,0
3168,British Columbia,Canada,49.2827,-123.1207,2020-02-03,1,0,0
3169,Grand Princess,Canada,37.6489,-122.6655,2020-02-03,0,0,0
3170,Manitoba,Canada,53.7609,-98.8139,2020-02-03,0,0,0
3171,New Brunswick,Canada,46.5653,-66.4619,2020-02-03,0,0,0
3172,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-03,0,0,0
3173,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-02-03,0,0,0
3174,Ontario,Canada,51.2538,-85.3232,2020-02-03,3,0,0
3175,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-03,0,0,0
3176,Quebec,Canada,52.9399,-73.5491,2020-02-03,0,0,0
3177,Saskatchewan,Canada,52.9399,-106.4509,2020-02-03,0,0,0
3178,,Central African Republic,6.6111,20.9394,2020-02-03,0,0,0
3179,,Chad,15.4542,18.7322,2020-02-03,0,0,0
3180,,Chile,-35.6751,-71.543,2020-02-03,0,0,0
3181,Anhui,China,31.8257,117.2264,2020-02-03,408,0,14
3182,Beijing,China,40.1824,116.4142,2020-02-03,212,1,12
3183,Chongqing,China,30.0572,107.874,2020-02-03,337,2,9
3184,Fujian,China,26.0789,117.9874,2020-02-03,179,0,1
3185,Gansu,China,37.8099,101.0583,2020-02-03,55,0,3
3186,Guangdong,China,23.3417,113.4244,2020-02-03,725,0,21
3187,Guangxi,China,23.8298,108.7881,2020-02-03,127,0,7
3188,Guizhou,China,26.8154,106.8748,2020-02-03,46,0,2
3189,Hainan,China,19.1959,109.7453,2020-02-03,72,1,4
3190,Hebei,China,39.549,116.1306,2020-02-03,113,1,3
3191,Heilongjiang,China,47.861999999999995,127.7615,2020-02-03,121,2,2
3192,Henan,China,33.882,113.61399999999999,2020-02-03,566,2,16
3193,Hong Kong,China,22.3,114.2,2020-02-03,15,0,0
3194,Hubei,China,30.9756,112.2707,2020-02-03,13522,414,386
3195,Hunan,China,27.6104,111.7088,2020-02-03,521,0,22
3196,Inner Mongolia,China,44.0935,113.9448,2020-02-03,34,0,1
3197,Jiangsu,China,32.9711,119.455,2020-02-03,271,0,8
3198,Jiangxi,China,27.614,115.7221,2020-02-03,391,0,18
3199,Jilin,China,43.6661,126.1923,2020-02-03,31,0,1
3200,Liaoning,China,41.2956,122.6085,2020-02-03,74,0,1
3201,Macau,China,22.1667,113.55,2020-02-03,8,0,0
3202,Ningxia,China,37.2692,106.1655,2020-02-03,31,0,1
3203,Qinghai,China,35.7452,95.9956,2020-02-03,13,0,0
3204,Shaanxi,China,35.1917,108.8701,2020-02-03,128,0,0
3205,Shandong,China,36.3427,118.1498,2020-02-03,259,0,7
3206,Shanghai,China,31.201999999999998,121.4491,2020-02-03,203,1,10
3207,Shanxi,China,37.5777,112.2922,2020-02-03,74,0,2
3208,Sichuan,China,30.6171,102.7103,2020-02-03,254,1,14
3209,Tianjin,China,39.3054,117.323,2020-02-03,60,0,1
3210,Tibet,China,31.6927,88.0924,2020-02-03,1,0,0
3211,Xinjiang,China,41.1129,85.2401,2020-02-03,24,0,0
